#{"t_start": 1764625737.748926, "env_id": "custom-roundabout-v0"}
r,l,t
-0.1,5,250.058336
-0.3,2,250.102617
2.65,20,250.484911
-0.15,5,250.557593
-0.0,6,250.702101
5.0,20,251.088112
1.7,9,251.24192
0.3,3,251.307266
2.25,20,251.635899
2.4,20,251.969008
4.85,20,252.405016
-0.75,3,252.458579
-0.6,10,252.650894
5.0,20,253.012789
1.25,15,253.377341
-0.55,4,253.471267
3.4,20,253.84006
0.0,11,254.113854
5.15,20,254.485503
1.7,8,254.641566
2.75,20,254.956727
1.7,10,255.152265
0.05,5,255.264775
1.55,9,255.440754
4.8,20,255.7608
-0.3,2,255.803272
3.4,20,256.276794
5.05,20,256.648404
3.25,20,257.025142
1.35,9,257.22915
-0.1,7,257.415598
1.85,20,257.790401
-0.15,3,257.843269
0.6,4,257.937138
1.95,20,258.310615
-0.65,3,258.363309
3.65,20,258.678181
-0.25,9,258.853933
1.6,20,259.292082
-0.25,7,259.40899
-0.9,8,259.612726
2.4,10,259.805587
-0.25,6,259.923861
5.15,20,260.300719
0.35,11,260.54631
0.25,3,260.607889
4.15,20,260.924804
2.45,8,261.083917
-0.25,4,261.166213
2.7,20,261.543521
-0.35,5,261.646135
3.7,20,262.004968
-0.15,3,262.068658
5.05,20,262.440485
1.55,8,262.600517
-0.1,5,262.716643
-0.1,4,262.825307
0.6,6,262.947858
1.2,8,263.127754
-0.85,8,263.259139
3.45,20,263.69128
-0.05,5,263.778366
0.35,7,263.89966
0.35,11,264.052439
4.7,20,264.311685
1.05,20,264.686076
3.45,20,265.00963
2.9,20,265.435207
1.35,9,265.559475
4.2,20,266.049566
4.75,20,266.309447
0.05,4,266.404542
-0.25,4,266.485136
-0.5,4,266.565412
1.95,9,266.717112
-0.15,4,266.786779
4.7,20,267.101821
3.55,20,267.53116
-0.5,3,267.602308
0.3,3,267.655189
3.75,20,268.0869
-0.1,4,268.181853
5.15,20,268.564288
1.6,11,268.750397
1.4,9,268.90164
3.15,20,269.220329
-0.35,10,269.412649
1.7,11,269.625641
-0.1,4,269.706524
-0.7,8,269.864165
4.85,20,270.181088
5.2,20,270.555198
-0.25,5,270.627451
0.0,9,270.802416
0.5,9,271.006551
0.2,20,271.436504
0.3,3,271.489549
0.8,5,271.607858
4.95,20,271.972253
5.15,20,272.232507
0.95,8,272.390881
0.6,10,272.56081
0.3,3,272.623055
1.7,10,272.789365
1.0,7,272.886209
-0.05,7,273.04834
1.35,8,273.205454
-0.6,3,273.276652
1.3,20,273.595323
-0.5,5,273.680572
5.4,20,274.050758
5.05,20,274.362207
-0.25,3,274.414447
-0.3,2,274.457139
1.55,20,274.887069
-0.3,2,274.929358
-0.9,7,275.046998
-0.3,2,275.103773
0.3,3,275.156625
1.9,20,275.586715
0.25,3,275.657997
1.25,20,276.037726
0.3,6,276.17722
1.0,11,276.355376
1.6,9,276.529471
1.45,9,276.654974
-0.5,6,276.791818
4.6,20,277.053009
-0.65,6,277.171211
-0.1,4,277.263531
-0.3,2,277.319181
0.0,3,277.389999
2.65,20,277.704175
4.85,20,278.015324
4.2,20,278.334672
5.0,20,278.75973
2.95,20,279.078846
-0.75,3,279.122417
1.55,9,279.26903
0.25,3,279.340307
0.25,9,279.541376
2.3,10,279.706546
-0.2,5,279.792547
4.1,20,280.054713
4.55,20,280.371411
2.95,20,280.741179
1.6,9,280.866116
-0.25,6,280.98489
1.6,20,281.465506
5.35,20,281.944954
0.3,3,282.006704
4.25,20,282.368824
