#{"t_start": 1764549363.365636, "env_id": "custom-roundabout-v0"}
r,l,t
19.208941,20,86.795156
11.099065,12,87.056037
12.944998,14,87.245612
19.153683,20,87.616074
12.045039,13,87.862491
2.962246,4,87.943326
4.742116,6,88.04451
10.545485,12,88.349491
19.059333,20,88.617512
3.13497,4,88.686078
18.865924,20,89.009992
19.502709,20,89.384445
19.156287,20,89.860673
4.077304,5,89.976625
8.397186,9,90.127673
10.129127,11,90.371658
19.122967,20,90.753257
4.760642,6,90.872174
18.904984,20,91.233264
8.639756,10,91.398275
7.709212,9,91.544797
18.895514,20,91.857238
1.959384,3,91.928128
7.35485,8,92.087357
19.134821,20,92.405331
19.10934,20,92.826664
2.007522,3,92.887644
19.011017,20,93.210562
12.003815,13,93.420173
18.73232,20,93.903651
18.932297,20,94.222156
18.841443,20,94.660279
6.994986,8,94.861187
4.742234,6,94.976574
19.240602,20,95.30326
18.842101,20,95.673744
2.023147,3,95.734604
18.861269,20,96.093168
4.757825,6,96.209218
9.244108,10,96.396496
19.017114,20,96.715252
8.922632,10,96.934407
8.61375,10,97.125371
14.793509,17,97.4396
7.692103,9,97.584946
4.010444,5,97.716573
19.298435,20,98.095545
12.854647,14,98.372714
11.005835,12,98.642124
18.713426,20,98.957165
19.786415,20,99.272804
3.904235,5,99.374406
1.980402,3,99.436513
3.027606,4,99.505473
4.199097,5,99.619728
3.04323,4,99.689226
12.057407,13,99.973419
16.650043,19,100.224723
2.022994,3,100.276564
17.558048,19,100.630267
19.141873,20,101.055977
18.944952,20,101.419826
18.956639,20,101.791408
2.115755,3,101.88828
19.386407,20,102.249041
18.839982,20,102.619592
2.977292,4,102.71321
18.898015,20,103.08275
9.559868,11,103.260623
2.026515,3,103.322047
3.919801,5,103.436029
18.934646,20,103.752925
19.055296,20,104.189607
19.792498,20,104.615694
17.658602,19,105.016736
19.067571,20,105.348487
11.028932,12,105.544321
2.007522,3,105.597266
18.942646,20,105.966527
18.769457,20,106.342776
4.937843,6,106.461676
1.959384,3,106.522614
11.059445,12,106.787422
11.03133,12,107.020238
19.470627,20,107.442742
10.072665,12,107.63773
19.090302,20,108.00273
11.142682,12,108.231842
10.163578,11,108.383366
