#{"t_start": 1764544515.281281, "env_id": "highway-v0"}
r,l,t
12.343381,14,798.743965
31.296773,39,806.995674
11.957118,15,810.352571
6.509598,9,812.375903
3.998038,5,813.494789
19.653444,25,819.132967
18.821391,25,824.708811
6.636457,9,826.754168
1.75387,3,827.456603
2.532496,4,828.36984
26.331222,32,835.47808
20.638352,28,841.639183
16.505054,22,846.631985
9.176622,13,849.594034
31.908323,40,858.43112
12.436455,17,862.176498
13.175195,17,865.999874
20.779828,28,872.285737
20.973188,26,877.817338
13.794863,16,881.178269
7.706473,10,883.245238
8.792285,10,885.377818
16.612524,22,889.943943
2.506642,4,890.79109
5.756198,8,892.453238
4.710068,6,893.733779
8.903195,11,895.995056
7.25111,9,897.872047
12.442383,18,901.591275
7.179003,11,903.893077
18.490564,26,909.354273
12.00376,17,912.84756
16.099206,18,916.616968
1.042986,2,917.046797
30.396192,40,925.446646
1.910548,3,926.067889
3.350528,5,927.127828
1.949868,3,927.763168
6.949056,8,929.48648
14.22007,17,933.049158
20.176225,29,939.011164
20.290458,25,944.253254
1.842386,3,944.912099
4.752949,7,946.393068
2.422353,4,947.217159
19.83061,23,952.098708
3.756401,5,953.16927
33.081233,40,961.582405
23.589272,32,968.228512
8.151523,12,970.77655
2.531846,4,971.600139
7.752275,11,973.85373
5.331707,7,975.287607
4.243862,6,976.576918
30.279801,40,984.971814
3.017549,4,985.830048
2.378825,4,986.652884
4.971282,6,987.926286
4.837949,6,989.165969
7.709581,11,991.435446
4.216668,6,992.687826
21.498577,28,998.518999
14.609775,17,1002.125817
11.303186,16,1005.420079
17.373111,22,1010.336863
8.552259,12,1013.062246
2.073798,3,1013.748071
7.931002,10,1015.972481
1.994312,3,1016.729975
30.885716,40,1026.01362
12.377994,16,1029.771775
5.717457,7,1031.338781
19.123591,27,1037.08119
1.909053,3,1037.710978
2.354614,4,1038.56004
28.55548,33,1045.377803
6.84169,9,1047.214116
1.954453,3,1047.845771
8.79348,12,1050.324888
4.351238,6,1051.754925
29.417459,40,1060.25902
7.286831,10,1062.39202
21.796453,28,1069.19577
29.200031,39,1077.692245
4.928302,7,1079.225891
1.823137,3,1079.874228
18.888604,25,1085.372991
1.905423,3,1086.043696
9.817556,13,1088.736067
11.351084,13,1091.570161
10.370916,12,1094.067765
1.194312,2,1094.511063
30.400079,40,1103.073126
14.130864,17,1106.665162
22.282131,27,1112.380996
20.075046,25,1117.583755
10.147952,12,1120.31286
19.546324,26,1125.906016
1.68739,3,1126.530948
2.792809,4,1127.398729
5.58247,8,1129.098518
14.633264,17,1132.692806
29.534546,40,1141.138002
3.373049,5,1142.192636
18.833986,23,1147.127683
22.021722,27,1152.804499
12.282556,16,1156.205847
15.044832,19,1160.285671
8.589694,10,1162.460365
8.484788,10,1164.581902
11.243508,14,1167.653026
2.066001,3,1168.286537
11.063155,14,1171.245891
6.793619,9,1173.139851
6.377777,8,1174.808516
22.878892,28,1180.718103
7.194301,10,1182.800819
21.526837,26,1188.371802
18.679911,21,1192.784079
11.526001,13,1195.568035
26.318345,30,1201.928021
2.970358,4,1202.77889
8.570601,10,1204.894559
6.525556,9,1206.814937
10.369773,13,1209.615109
8.560987,10,1211.813223
15.796269,17,1215.427212
4.28811,6,1216.692098
10.038658,12,1219.227093
4.614878,6,1220.495752
4.928078,6,1221.772475
4.794745,6,1223.090875
11.678411,14,1226.022204
5.070424,7,1227.503185
1.238756,2,1227.945372
5.61573,7,1229.442139
6.971278,8,1231.138638
11.45662,13,1233.932222
6.780126,8,1235.616874
2.838085,4,1236.469964
10.993501,12,1238.998887
9.873246,11,1241.412892
5.414352,7,1242.901736
2.881714,4,1243.757669
13.500638,15,1246.888687
5.680898,7,1248.365048
4.684197,6,1249.7001
5.66653,7,1251.262813
15.131675,19,1255.438502
11.223036,13,1258.471059
7.604541,9,1260.516226
2.016534,3,1261.161979
4.179337,6,1262.440098
6.705966,8,1264.259398
8.986356,10,1266.448745
10.485471,12,1269.336251
4.73993,6,1270.626678
16.839189,19,1274.664983
9.770213,12,1277.234803
20.503281,27,1283.02276
8.757364,10,1285.146242
5.905856,7,1286.63654
11.124355,13,1289.390104
3.638085,5,1290.462532
2.021166,3,1291.08918
6.973341,9,1293.018841
3.705875,5,1294.082207
13.735541,15,1297.304281
6.905855,8,1298.997698
3.928661,5,1300.038706
3.305875,4,1300.928103
8.54849,10,1303.057724
1.820164,3,1303.695363
3.93406,5,1304.804277
5.572519,7,1306.327754
9.110181,11,1308.658402
8.957947,11,1310.985568
7.24601,9,1312.910795
9.022948,11,1315.288133
8.659524,11,1317.610961
8.326834,10,1319.74091
8.635278,10,1321.851989
8.349062,10,1323.968063
3.779586,5,1325.02845
8.172538,9,1326.919114
4.993507,6,1328.204418
5.771279,7,1329.695519
11.525338,13,1332.462957
5.393531,7,1333.964428
4.445114,6,1335.237991
8.78165,11,1337.585543
2.089438,3,1338.223551
3.572204,5,1339.29198
3.816987,5,1340.372829
7.658669,9,1342.351982
3.933902,5,1343.478487
11.73043,14,1346.45807
9.776413,11,1348.843065
8.473308,10,1350.960042
6.657608,8,1352.669091
4.643083,6,1353.95864
1.642957,3,1354.603518
14.271767,16,1357.998782
2.860307,4,1358.816539
4.590619,6,1360.094014
0.983286,2,1360.614805
1.839988,3,1361.285171
12.385873,15,1364.425957
1.995543,3,1365.100954
1.974972,3,1365.787621
13.413242,15,1369.001005
3.058815,4,1369.870831
4.259589,6,1371.201817
3.905875,5,1372.254868
6.881456,9,1374.149879
16.101475,19,1378.233913
8.506518,10,1380.359042
3.309709,5,1381.440001
7.882135,9,1383.336496
1.73277,3,1383.990249
7.924366,9,1385.94677
21.480972,23,1390.90541
1.928877,3,1391.543528
14.168152,17,1395.142825
4.970056,6,1396.392847
6.119689,7,1397.970135
3.572656,5,1399.061218
3.882419,5,1400.140481
5.993504,7,1401.627103
7.478245,9,1403.593
4.089125,6,1404.858117
9.252519,10,1407.006185
10.568555,13,1409.758169
9.860287,11,1412.124184
2.993644,4,1412.982523
5.26697,7,1414.461076
4.771047,6,1415.827087
21.989144,27,1421.699081
3.771302,5,1422.823122
8.3713,10,1425.015813
7.512606,9,1426.941434
5.613167,7,1428.453059
3.571161,5,1429.550802
7.553264,9,1431.442647
30.257169,34,1438.832908
10.308819,12,1441.414683
3.905875,5,1442.493985
5.814232,7,1443.933137
10.331324,12,1446.470214
11.848476,13,1449.262884
22.87983,25,1454.6122
11.439945,13,1457.373591
17.905852,19,1461.478942
0.97955,2,1461.902117
7.57102,9,1463.840827
1.973321,3,1464.47701
10.160095,12,1467.023843
4.842388,7,1468.484948
8.414493,10,1470.603735
1.860979,3,1471.230924
4.939115,6,1472.540201
8.632814,10,1474.652308
18.416632,21,1479.137147
7.639185,9,1481.210193
1.995543,3,1481.927145
13.439185,16,1485.492676
23.836725,26,1491.138752
2.532668,4,1491.976781
5.572519,7,1493.548033
8.626739,10,1495.748885
3.328783,5,1497.129883
1.043882,2,1497.593954
4.528744,6,1499.075963
5.642435,7,1500.64083
7.79227,10,1503.051221
11.494172,13,1505.997537
4.438625,6,1507.326209
8.647493,12,1510.269873
5.933886,7,1512.088936
25.260237,34,1519.999089
14.413989,18,1524.287183
12.814227,14,1527.740251
3.506768,5,1528.850829
2.953287,4,1529.83277
18.660167,20,1534.968045
5.172539,6,1536.383149
5.039189,6,1537.670167
12.300802,15,1541.348943
5.463013,7,1543.030897
6.749056,8,1545.006034
10.262723,14,1548.156225
20.518681,27,1554.292864
3.814688,5,1555.413827
27.915572,40,1564.613496
30.602261,40,1573.748562
23.554156,32,1580.777075
17.685872,22,1585.957531
5.96363,7,1587.673811
2.595534,4,1588.700846
14.905852,17,1592.726826
2.561485,4,1593.616994
23.369765,30,1600.798043
3.909769,5,1602.050137
5.039189,6,1603.413281
8.947818,10,1605.678781
18.354051,25,1611.360328
17.107189,24,1616.663187
12.223873,14,1619.834953
14.391885,17,1624.13515
15.760678,20,1628.474137
29.19674,40,1637.965852
4.266534,6,1639.429946
5.469619,8,1641.337136
17.617046,21,1646.406763
13.571138,19,1650.795822
10.446253,13,1653.833915
3.954619,6,1655.231831
14.367478,17,1658.963464
14.382341,20,1663.420425
2.442957,4,1664.298408
7.977356,11,1666.698754
5.871123,8,1668.565195
6.73779,9,1670.708669
14.072258,17,1674.539266
6.845197,8,1676.48507
2.305989,3,1677.191916
1.712675,3,1677.936793
3.712913,5,1679.056823
14.664061,16,1682.692582
1.994312,3,1683.387594
10.593527,13,1686.359234
3.172656,4,1687.263851
7.422948,9,1689.312114
10.63919,13,1692.301191
2.872092,4,1693.223189
8.437945,10,1695.412994
2.4,4,1696.399366
1.906655,3,1697.080606
11.731041,13,1700.178473
5.979556,7,1701.693397
7.978091,9,1703.633977
29.957427,40,1713.425864
29.735031,40,1722.615268
19.573869,28,1729.205644
8.230311,10,1731.570631
15.80461,17,1735.574791
10.816951,13,1738.732743
20.793,23,1744.375406
14.904615,18,1748.505114
17.671926,21,1753.570025
16.86447,23,1758.866171
29.646962,40,1767.957958
4.002503,6,1769.316636
5.837014,8,1771.035808
10.246307,15,1774.316136
29.778263,40,1783.301771
28.022202,40,1792.847272
14.356282,16,1796.551133
8.949056,10,1798.869098
2.039988,3,1799.572757
8.577766,13,1802.600142
3.219496,5,1803.75422
16.103116,18,1807.934171
13.909761,21,1812.728815
8.568799,10,1815.056803
22.540529,27,1821.000046
2.666667,4,1821.879857
6.000563,8,1823.620313
6.892626,10,1825.818217
14.747564,18,1830.347702
13.04221,16,1834.052732
19.415723,22,1839.387187
4.726861,6,1840.758882
24.790785,29,1847.67825
2.772656,4,1848.616613
3.933886,5,1849.756427
11.023342,14,1853.027111
6.615723,8,1854.863831
9.665301,11,1857.311029
1.839988,3,1857.978679
10.750296,12,1860.78749
27.213706,36,1869.077957
30.199996,40,1877.761834
16.28591,21,1882.359958
9.931837,13,1885.368581
26.015334,33,1892.684702
5.842945,8,1894.52326
11.797001,15,1898.930125
21.111248,31,1908.926203
28.781145,40,1918.24813
17.617505,24,1925.076763
14.639185,17,1929.969273
19.11769,20,1935.743819
4.039209,5,1937.131873
4.508274,6,1938.951833
16.041839,18,1943.395624
4.904112,6,1944.811962
2.532668,4,1945.713508
7.081157,8,1947.46865
29.338572,40,1956.402776
11.839209,15,1959.82376
11.598496,15,1963.133777
30.094125,40,1972.154205
31.047516,40,1981.25649
29.049704,40,1990.311216
7.460197,9,1992.332237
30.551284,37,2000.643054
6.422222,9,2002.660326
8.128074,10,2004.938698
4.506655,6,2006.335117
9.817811,14,2009.962238
10.082979,13,2014.080041
30.868932,40,2023.576801
1.8,3,2024.233855
20.727378,26,2030.088114
12.767872,15,2033.314198
30.572718,40,2042.426719
14.616963,16,2046.546702
2.620735,4,2047.567848
22.105852,28,2053.929243
15.347824,18,2057.824717
11.399288,15,2061.236094
4.372656,6,2062.69406
26.91621,35,2072.962131
7.857995,9,2075.02403
9.415468,11,2077.626726
9.879917,11,2080.152343
1.178991,2,2080.633072
12.069417,13,2083.762819
15.682389,20,2088.117588
22.280674,28,2094.185308
33.378778,40,2103.196377
15.2,20,2107.571187
3.485904,5,2108.684817
11.885361,14,2112.294144
4.022222,6,2113.890121
14.68466,21,2118.837898
28.247678,40,2128.336696
11.085892,14,2131.783591
4.931272,7,2133.426972
27.002261,36,2141.852798
15.733333,22,2147.04058
18.219225,26,2152.872982
8.381537,12,2155.695405
7.839185,9,2157.813767
28.638073,40,2167.230626
19.549501,25,2172.714109
27.205258,40,2181.751784
8.460167,10,2183.973466
1.839988,3,2184.63584
5.133333,7,2186.288709
2.8,4,2187.468648
6.636707,8,2189.47791
31.648204,40,2200.065579
8.354057,12,2203.43478
3.444444,5,2204.697424
28.871792,40,2215.068549
29.701327,40,2224.512093
26.711111,35,2232.66105
8.754057,11,2235.309287
3.533333,5,2236.436716
29.405259,40,2246.908276
6.514846,10,2249.547873
14.690392,17,2253.683764
13.173569,16,2257.353604
18.797002,23,2262.363812
6.6622,9,2264.282567
28.581537,40,2273.313517
15.082131,18,2277.624347
3.444444,5,2278.798975
27.781533,40,2288.189229
9.971024,12,2291.050251
9.197002,12,2293.817505
13.419224,17,2297.595352
13.97478,18,2301.552455
2.420723,4,2302.418512
28.160792,40,2311.566734
32.520037,40,2320.790071
5.483767,7,2322.439259
8.711111,11,2324.77711
11.259909,14,2327.884575
2.039988,3,2328.521875
30.82396,40,2337.682062
29.402485,40,2347.152983
27.203227,40,2357.014889
23.20524,33,2364.624377
29.577778,40,2374.388791
22.847746,26,2380.166745
27.981538,40,2389.954473
29.092256,40,2399.739194
29.294018,40,2409.432019
26.938592,40,2418.750762
29.047404,40,2428.138191
27.71637,40,2437.631108
27.027348,40,2446.435175
4.027481,7,2448.030368
10.426903,16,2451.932729
28.981535,40,2461.181171
28.181487,40,2470.343801
27.183033,40,2479.600192
9.082396,11,2482.178658
3.533333,5,2483.247096
15.758749,21,2487.905804
23.132653,25,2493.919834
28.136022,40,2503.51181
28.914284,40,2512.641156
27.691981,40,2521.851815
28.138592,40,2531.06218
28.983014,40,2540.995774
11.2,14,2544.168755
28.649704,40,2553.394428
27.094147,40,2562.685117
8.505856,10,2564.993882
1.6,3,2565.681406
5.131834,7,2567.320188
30.51637,40,2576.505429
29.803254,40,2586.036715
27.425201,40,2595.4719
28.605259,40,2604.723851
31.158148,40,2613.815138
31.198898,40,2623.095617
27.427367,40,2632.88263
27.692649,40,2642.085232
29.360815,40,2651.307902
29.070034,40,2660.6354
29.071926,40,2669.869208
28.627348,40,2679.138781
27.360815,40,2688.552059
28.35931,40,2697.863465
28.823587,40,2707.125241
29.022207,40,2716.288053
18.983037,27,2722.289152
5.977778,8,2724.131051
9.6,13,2727.20747
15.416963,17,2731.175629
29.760815,40,2740.015247
29.005259,40,2749.353226
21.408691,27,2755.866464
8.488889,11,2758.306776
28.827481,40,2766.877816
26.694148,40,2775.654805
29.470424,40,2784.873159
27.982348,40,2793.582656
11.333333,14,2796.75312
3.333333,5,2797.907857
2.488889,4,2798.840803
10.399476,12,2801.473253
30.11637,40,2810.866639
28.471926,40,2820.341908
27.849704,40,2829.200427
28.094144,40,2839.47208
29.225977,40,2849.173919
19.648901,29,2856.04184
27.583037,40,2865.305136
12.372542,15,2868.882275
10.53803,16,2872.597205
9.6,12,2875.484678
22.260168,27,2881.96732
2.488889,4,2882.83029
28.20457,40,2891.51112
27.805255,40,2900.460752
20.933333,29,2907.845935
29.005259,40,2917.019128
17.10449,21,2922.203975
12.0,16,2926.230898
12.572519,15,2929.942858
30.690254,40,2940.138709
29.360815,40,2949.261027
26.694148,40,2958.048688
29.381145,40,2966.806762
29.182372,40,2975.551871
26.694148,40,2984.291189
28.605259,40,2993.014685
27.583037,40,3001.763551
27.494148,40,3010.538857
29.360815,40,3019.251073
27.11626,40,3027.98916
27.71637,40,3036.776698
26.893459,40,3045.782903
26.694148,40,3054.664774
5.246252,7,3056.184696
13.602963,17,3059.902297
28.627481,40,3068.709848
28.604594,40,3077.612212
27.583037,40,3086.62217
29.360815,40,3095.474422
26.694148,40,3104.29282
4.133333,6,3105.640946
30.205259,40,3114.423583
26.714479,40,3123.460412
29.360815,40,3132.368815
26.694148,40,3141.324313
30.294148,40,3150.127443
28.471926,40,3158.789127
28.471926,40,3167.384673
27.583037,40,3175.857938
26.694148,40,3184.480064
29.360815,40,3193.033365
29.360815,40,3201.526495
26.694148,40,3210.322406
26.694148,40,3218.664328
28.471926,40,3227.416915
28.160815,40,3236.10629
28.71637,40,3244.774406
29.360815,40,3253.285676
27.583037,40,3262.004508
26.694148,40,3270.731815
27.583037,40,3279.145924
27.583037,40,3287.84014
27.583037,40,3296.734473
1.022222,2,3297.165848
9.066667,12,3299.749923
30.160815,40,3308.35635
27.583037,40,3316.860449
29.494148,40,3325.411275
29.360815,40,3333.831383
29.360815,40,3342.457964
29.360815,40,3351.022221
29.494148,40,3359.48043
29.360815,40,3367.879054
28.471926,40,3376.547184
4.027481,7,3378.030386
29.360815,40,3386.566783
29.360815,40,3395.159999
28.605259,40,3403.749203
29.360815,40,3412.213276
28.471926,40,3420.931293
28.471926,40,3429.521885
29.360815,40,3437.969566
28.471926,40,3446.464949
16.71637,26,3451.972542
26.694148,40,3460.638716
29.360815,40,3469.074769
27.71637,40,3477.779317
29.360815,40,3486.367219
29.494148,40,3494.82503
28.471926,40,3503.411218
27.583037,40,3512.005879
27.71637,40,3520.523786
26.694148,40,3529.113387
29.360815,40,3537.7587
28.471926,40,3546.631948
28.471926,40,3555.105472
27.583037,40,3563.609063
27.471926,40,3572.038838
27.583037,40,3580.565654
26.694148,40,3588.999124
29.027481,40,3597.435085
27.583037,40,3606.029723
28.471926,40,3614.53373
26.694148,40,3623.132296
28.471926,40,3631.657408
26.694148,40,3640.125212
27.583037,40,3648.71245
27.583037,40,3657.274723
28.471926,40,3665.722073
26.694148,40,3674.25265
27.583037,40,3682.742235
29.360815,40,3691.320458
29.360815,40,3699.839643
26.827481,40,3708.288441
29.494145,40,3716.703313
27.583037,40,3725.289075
26.694148,40,3733.745581
29.360815,40,3742.27598
28.471926,40,3750.833319
29.360815,40,3759.157879
26.91637,40,3767.800124
29.360815,40,3776.328537
28.605259,40,3784.855616
29.494148,40,3793.354198
26.694148,40,3801.754414
27.583037,40,3810.218317
26.694148,40,3818.608667
27.583037,40,3827.234611
26.694148,40,3835.897337
29.494148,40,3844.559973
28.471926,40,3853.06876
29.360815,40,3861.490591
29.360815,40,3870.048966
27.583037,40,3878.456598
27.583037,40,3887.066778
29.360815,40,3895.537848
29.360815,40,3903.968249
28.605259,40,3912.552171
27.583037,40,3921.1037
29.360815,40,3929.619369
26.694148,40,3938.12443
27.583037,40,3946.657415
28.471926,40,3955.211597
27.583037,40,3963.690031
28.471926,40,3972.132754
28.31637,40,3980.728327
27.714866,40,3989.077785
26.694148,40,3997.518807
29.360815,40,4006.067593
26.694148,40,4014.554432
28.294148,40,4023.343875
27.894148,40,4031.86401
28.471926,40,4040.550479
28.471926,40,4049.105737
29.360815,40,4057.522808
28.471926,40,4066.029052
26.694148,40,4074.477523
29.360815,40,4083.062394
28.471926,40,4091.598356
27.583037,40,4100.011599
29.360815,40,4108.516319
26.694148,40,4116.960066
26.694148,40,4125.609596
28.471926,40,4134.278419
28.447812,40,4143.179784
29.360815,40,4151.676455
28.471926,40,4160.171556
28.471926,40,4168.6452
29.049704,40,4177.075724
26.827481,40,4185.669287
29.360815,40,4194.118577
27.583037,40,4202.618685
28.671926,40,4211.082912
27.583037,40,4219.630543
27.583037,40,4228.089901
28.605259,40,4236.539888
26.694148,40,4245.227814
29.360815,40,4253.851548
26.827481,40,4262.392014
27.71637,40,4271.143846
27.583037,40,4279.736132
26.694148,40,4288.577881
27.583037,40,4297.033201
27.583037,40,4305.444138
28.471926,40,4313.915734
26.694148,40,4322.516537
26.694148,40,4331.002224
29.360815,40,4339.374439
9.627481,14,4342.363504
29.360815,40,4350.803664
29.360815,40,4359.210165
28.471926,40,4367.766129
27.71637,40,4376.398604
27.583037,40,4385.053593
27.71637,40,4393.610165
26.694148,40,4402.122533
27.71637,40,4410.628463
18.694148,29,4416.71917
28.471926,40,4425.308604
26.694148,40,4434.220328
28.249704,40,4442.843807
26.694148,40,4451.483906
28.338592,40,4459.886015
29.11637,40,4468.285135
29.360815,40,4476.675868
27.583037,40,4485.381706
26.827481,40,4493.875883
29.360815,40,4502.233046
28.738592,40,4510.746718
27.583037,40,4519.040465
26.760681,40,4527.698472
26.694148,40,4536.18194
27.494148,40,4544.606934
28.471926,40,4553.108727
27.738592,40,4561.656029
26.694148,40,4570.118883
26.694148,40,4578.521728
26.694148,40,4587.142177
26.694148,40,4595.633068
26.694148,40,4604.332361
26.827481,40,4612.862055
28.447812,40,4621.352835
26.694148,40,4629.843201
29.494148,40,4638.202895
29.360815,40,4646.913048
27.583037,40,4655.428372
28.471926,40,4664.01354
29.360815,40,4672.55007
26.694148,40,4681.147423
27.583037,40,4689.926244
26.694148,40,4698.423534
28.471926,40,4706.985266
27.583037,40,4715.461681
27.071926,40,4724.139122
29.360815,40,4732.834268
28.605259,40,4741.242742
26.694148,40,4749.788708
28.471926,40,4758.232786
27.583037,40,4766.764572
26.694148,40,4775.153818
29.360815,40,4783.70145
28.471926,40,4792.167086
27.583037,40,4800.614605
28.471926,40,4809.236959
27.583037,40,4817.667395
27.227481,40,4826.240179
26.694148,40,4835.56825
28.492256,40,4845.341924
26.694148,40,4855.154839
28.783037,40,4865.153712
27.583037,40,4873.936807
28.471926,40,4882.626514
26.694148,40,4891.387163
26.694148,40,4900.14987
29.360815,40,4908.956883
28.471926,40,4918.008348
27.583037,40,4926.718152
28.471926,40,4935.514986
26.694148,40,4944.40214
29.360815,40,4953.211231
29.360815,40,4962.168702
29.360815,40,4970.918005
26.694148,40,4979.808497
28.91637,40,4988.653585
26.694148,40,4997.477124
27.583037,40,5006.447993
27.205259,40,5015.143842
27.583037,40,5024.049717
26.694148,40,5032.994539
29.360815,40,5041.813394
26.694148,40,5050.536723
28.471926,40,5059.198115
28.471926,40,5068.045222
26.694148,40,5076.743976
29.360815,40,5085.819925
28.471926,40,5094.584084
28.471926,40,5103.375676
27.583037,40,5113.264285
28.471926,40,5123.138628
28.471926,40,5132.941184
29.360815,40,5142.644079
29.360815,40,5152.455715
27.583037,40,5162.272782
27.583037,40,5171.92377
29.360815,40,5181.829261
26.694148,40,5191.762827
27.583037,40,5201.825684
