#{"t_start": 1764380322.353233, "env_id": "merge-v0"}
r,l,t
7.23939,8,91.629605
6.322296,7,91.785074
3.394444,4,91.89861
11.202264,12,92.224792
7.063591,8,92.412776
5.171645,6,92.563352
7.23939,8,92.757476
3.401481,4,92.866221
10.498712,12,93.199577
11.694444,12,93.500562
7.267168,8,93.697238
4.307453,5,93.808842
6.21129,7,94.007387
5.201726,6,94.14825
4.319963,5,94.270941
11.694444,12,94.581664
7.036894,8,94.775974
7.024867,8,94.986073
6.736411,8,95.223525
10.582046,12,95.550436
4.292389,5,95.681406
7.01248,8,95.895403
4.242299,5,96.039505
3.347193,4,96.152103
7.156057,8,96.34459
7.201841,8,96.543483
5.176639,6,96.689184
11.438519,13,97.058645
5.247191,6,97.203108
10.720934,12,97.534093
11.777778,12,97.826531
11.777778,12,98.146275
11.75,12,98.465997
6.162942,7,98.676793
7.201841,8,98.894279
11.666667,12,99.215706
3.444444,4,99.322551
5.013419,6,99.491351
3.262593,4,99.585386
11.741493,13,99.938341
7.201841,8,100.144024
6.992299,8,100.340531
11.666667,12,100.617743
5.22176,6,100.770198
11.666667,12,101.082469
7.049781,8,101.286697
6.34445,7,101.48086
11.722222,12,101.792534
12.633051,15,102.184183
4.153515,5,102.31268
8.613531,10,102.542668
7.081454,8,102.75429
10.778764,12,103.07212
6.261116,7,103.250579
3.401481,4,103.359508
12.438607,15,103.740981
10.52649,12,104.076936
6.856679,8,104.287474
6.943197,8,104.51643
10.512102,12,104.834972
7.519722,9,105.078427
5.265912,6,105.214252
6.800554,8,105.430337
12.605273,15,105.82665
7.13701,8,106.035428
13.745123,15,106.417845
7.174063,8,106.63167
7.063591,8,106.828427
12.816102,15,107.225137
11.741493,13,107.586904
11.722222,12,107.891949
11.777778,12,108.195135
10.797221,13,108.573018
6.194982,7,108.769103
4.182115,5,108.905784
4.921645,6,109.080695
7.23939,8,109.285933
4.205654,5,109.399302
6.084777,7,109.59242
11.694444,12,109.90897
11.694444,12,110.205379
11.156203,12,110.551302
7.229618,8,110.758013
11.638889,12,111.036438
3.318148,4,111.1291
6.906414,8,111.353554
11.666667,12,111.673994
7.024867,8,111.880105
5.194626,6,112.03297
12.496109,15,112.416662
10.332046,12,112.743675
7.23939,8,112.953148
11.416667,12,113.249978
5.944982,7,113.419563
10.556541,12,113.733223
13.051664,15,114.131995
11.972488,15,114.506301
13.828455,15,114.88568
13.225499,16,115.346946
12.816667,17,115.790201
14.717346,17,116.288598
7.941531,10,116.557839
10.741666,13,116.919573
5.910756,7,117.097848
4.069316,5,117.218912
5.956925,7,117.386174
10.528764,12,117.698996
5.780723,7,117.893148
5.79879,7,118.06796
4.956925,6,118.209112
5.01248,6,118.37779
6.88701,8,118.592646
6.683835,8,118.815978
7.183835,8,119.023214
10.387601,12,119.331686
7.095814,8,119.54797
11.146709,12,119.90659
5.983431,7,120.081073
11.202264,12,120.416577
10.528764,12,120.729398
8.164338,10,120.991496
12.523887,15,121.359078
13.585624,15,121.750977
7.068036,8,121.973615
11.118931,12,122.323837
5.831454,7,122.492844
5.901481,7,122.672621
6.040258,7,122.848122
6.114056,7,123.024813
11.583333,12,123.318877
11.638889,12,123.638428
11.555556,12,123.974317
5.790258,7,124.155033
9.542597,12,124.454971
11.202264,12,124.794831
12.483405,14,125.159615
6.847522,8,125.378288
6.194982,7,125.581364
5.247191,6,125.695725
3.319963,4,125.796882
11.666667,12,126.103249
7.191943,8,126.307328
11.202264,12,126.630209
12.224179,13,126.987577
5.209435,6,127.136837
7.508445,9,127.389735
7.925785,9,127.638942
7.257396,8,127.856996
3.398383,4,127.970634
8.62694,10,128.201025
12.054981,16,128.668922
11.704221,13,129.034091
5.153947,6,129.201663
7.063591,8,129.389988
6.151481,7,129.553442
3.394444,4,129.651914
13.955952,15,130.07721
13.287663,15,130.487438
13.745123,15,130.881889
13.745123,15,131.288574
3.398383,4,131.389242
12.733045,15,131.769403
8.690024,10,132.02974
12.216385,15,132.39888
10.528764,12,132.682719
4.171645,5,132.822587
8.9872,10,133.096456
4.182115,5,133.237683
6.183835,7,133.450321
3.364056,4,133.562109
11.174487,12,133.891513
7.063591,8,134.07884
7.201841,8,134.275724
13.372294,15,134.665425
11.174487,12,134.997042
6.947084,8,135.202517
4.210213,5,135.338981
11.638889,12,135.648089
6.689908,8,135.874562
10.556541,12,136.170645
10.52649,12,136.501557
6.978987,8,136.684683
11.202264,12,137.022523
7.23939,8,137.213979
4.176639,5,137.351111
11.694444,12,137.640171
9.896188,11,137.944748
8.650864,10,138.186445
13.131787,14,138.566021
13.176543,14,138.916206
4.143868,5,139.051167
5.217793,6,139.203743
3.166667,4,139.302699
7.229618,8,139.490916
9.162148,11,139.733355
6.831044,8,139.949343
7.229618,8,140.167715
4.030723,5,140.341038
13.16179,15,140.669971
7.049781,8,140.863683
10.528764,12,141.165557
6.322296,7,141.38105
11.865848,14,141.754782
7.036894,8,141.939133
10.52649,12,142.276642
11.202264,12,142.601907
11.202264,12,142.949718
11.583333,12,143.267873
11.202264,12,143.572593
7.802642,9,143.781816
13.454005,15,144.172016
11.202264,12,144.506805
11.334376,13,144.865125
6.095823,7,145.034756
3.347945,4,145.145976
4.114538,5,145.290893
4.182115,5,145.428636
4.1881,5,145.56389
6.987231,8,145.749648
11.952264,13,146.11989
11.6484,15,146.500678
11.331367,15,146.908044
13.078457,14,147.267103
14.495123,16,147.735125
11.996986,16,148.122178
12.19143,16,148.581754
8.620004,10,148.822343
7.174063,8,149.0311
8.05558,10,149.290649
11.444444,12,149.603959
11.611111,12,149.9148
10.304268,12,150.247946
5.947267,7,150.433483
13.094841,15,150.824133
7.205654,8,151.043505
10.52649,12,151.376816
5.017168,6,151.519399
8.821718,10,151.762183
5.944444,7,151.948548
8.541404,10,152.204187
13.217346,15,152.603732
11.174487,12,152.948895
5.816765,7,153.120143
11.611111,12,153.424659
7.095814,8,153.618184
11.19446,13,153.938986
7.183835,8,154.154882
7.205654,8,154.359542
7.229618,8,154.566625
10.52649,12,154.863695
7.229618,8,155.075014
3.347945,4,155.181673
12.579443,15,155.572753
13.606234,15,155.944458
14.495123,16,156.424898
7.814687,9,156.61548
13.911789,15,156.965333
13.772901,15,157.340464
7.856232,9,157.551327
11.611388,12,157.868852
4.182115,5,158.008802
10.724696,12,158.32233
4.993402,6,158.491329
4.176639,5,158.6266
10.924992,13,158.983681
12.744162,15,159.364147
7.179147,8,159.579131
7.192565,8,159.785675
6.279333,7,159.989133
11.980099,13,160.349977
6.831044,8,160.559643
7.229618,8,160.769293
7.022003,8,160.968039
13.245123,15,161.364745
12.856234,15,161.770436
12.050283,17,162.277234
13.35722,17,162.738407
13.606234,15,163.188697
6.721369,8,163.41386
4.255556,5,163.555578
3.333438,4,163.667737
7.257396,8,163.881115
5.307453,6,164.033438
11.555556,12,164.343169
6.173431,7,164.546621
11.333611,12,164.86909
6.194982,7,165.069114
6.34445,7,165.261724
7.220343,8,165.465311
10.778764,12,165.762501
7.83579,9,165.984373
7.049781,8,166.178822
7.23939,8,166.374372
10.926339,13,166.742238
12.586277,15,167.158884
9.50313,11,167.425883
5.247191,6,167.572008
12.733046,15,167.960428
14.189568,16,168.422248
12.925798,15,168.87392
14.884012,17,169.380269
4.139054,5,169.511591
13.262771,16,169.948932
14.884012,17,170.388556
14.465723,16,170.79328
8.9872,10,171.069782
11.84121,13,171.443431
13.745123,15,171.844598
4.235642,5,171.970989
11.666667,12,172.265284
11.980099,13,172.649034
4.1881,5,172.771254
11.974566,15,173.191259
13.328457,15,173.590982
14.152296,16,174.028837
4.201726,5,174.166595
12.744162,15,174.559772
6.693591,8,174.780632
6.072833,7,174.980933
10.528764,12,175.28964
11.638889,12,175.597882
6.056999,7,175.79514
11.202264,12,176.134231
11.174487,12,176.493104
6.194982,7,176.69956
11.361111,12,177.023825
13.884012,15,177.410364
11.174487,12,177.733164
7.841418,9,177.918283
11.174487,12,178.262287
7.844782,9,178.500537
11.666667,12,178.786238
3.333438,4,178.898683
11.202264,12,179.232233
3.352561,4,179.343227
13.541183,15,179.706001
5.973122,7,179.899337
11.952264,13,180.287942
7.229618,8,180.498023
11.952264,13,180.801662
12.083668,13,181.137307
7.229618,8,181.339913
